Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,CPU_Score,RAM_Score,GPU_Score,Storage_Score,Performance_Score,Hidden_Gem_Ratio
55,HP ENVY X360 14-FA0052AU LAPTOP (AMD RYZEN 7 8840HS/ 16GB/ 512GB SSD/ WIN11),96990.0,8th Gen AMD Ryzen 7 8840HS,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon Graphics,7.6,3.2,1.2,0.1,12.1,0.1248
56,ASUS ROG STRIX SCAR 16 2024 G634JYR-RA001WS GAMING LAPTOP (14TH GEN CORE I9/ 32GB/ 2TB SSD/ WIN11 HOME/ 16GB GRAPH),329990.0,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 2560 x 1600 pixels",16 GB NVIDIA GeForce RTX 4090,2.0,6.4,4.8,0.1,13.3,0.0403
57,LENOVO THINKBOOK 15 G5 20VG0008UK LAPTOP (AMD RYZEN 7 7730U/ 16GB/ 512 GB SSD/ WIN11),49990.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.226
58,HP SPECTRE X360 14-EF2035TU LAPTOP (13TH GEN CORE I7/ 32GB/ 1TB SSD/ WIN11 HOME),146990.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",32 GB LPDDR4X RAM,1 TB SSD,"13.5 inches, 3000 x 2000 pixels, Touch Screen",Intel Iris Xe Graphics,2.0,6.4,1.2,0.1,9.7,0.066
59,HP OMEN 14-FB0007TX GAMING LAPTOP (INTEL CORE ULTRA 7 155H/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),174999.0,Intel Core Ultra 7 Series 1 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",16 GB LPDDR5x RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.044
60,LENOVO IDEAPAD SLIM 3 83EQ0044IN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME),55390.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1173
61,HONOR MAGICBOOK X16 2024 ‎LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME),46990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR4x RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1383
62,HP OMEN 16-XF0081AX GAMING LAPTOP (AMD RYZEN 7 7840HS/ 32GB/ 1TB SSD/ WIN11/ 8GB GRAPH),135999.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 1440 x 2560 pixels",8 GB NVIDIA GeForce RTX 4060,6.8,6.4,2.4,0.1,15.7,0.1154
63,ACER ASPIRE LITE 15 AL15-52 LAPTOP (12TH GEN CORE I3/ 16GB/ 512GB SSD/ WIN11),34880.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1864
64,HP OMEN 16-WF1025TX GAMING LAPTOP (14TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),138990.0,14th Gen Intel Core i7 14700HX,"20 Cores (8P + 12E), 28 Threads",16 GB DDR5 RAM,1 TB SSD,"16.1 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0554
65,MSI TITAN 18 HX GAMING LAPTOP (14TH GEN CORE I9/ 32GB/ 2TB SSD/ WIN11 HOME/ RTX 4090),599990.0,14th Gen Intel Core i9 14900HX,32 GB DDR5 RAM,2 TB SSD,16 GB NVIDIA GeForce RTX 4090,Windows 11 OS,"18 inches, 3840 x 2400 pixels",2.0,0.4,1.2,0.0,3.6,0.006
66,LENOVO IDEAPAD SLIM 3 83ER008GIN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME),53490.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.1215
67,SAMSUNG GALAXY BOOK 4 ULTRA LAPTOP (INTEL CORE ULTRA 7 155H/ 32 GB RAM/ 1 TB SSD/ 6 GB GRAPHICS),299999.0,Intel Core Ultra 7 155H,"16 Cores (6P + 8E + 2LP-E), 22 Threads",32 GB LPDDR5X RAM,1 TB SSD,"16 inches, 2880 x 1800 pixels, Touch Screen",6 GB NVIDIA GeForce RTX 4050,2.0,6.4,1.8,0.1,10.3,0.0343
68,HP VICTUS 15-FA1145TX GAMING LAPTOP (12TH GEN CORE I5/ 16GB/ 1TB SSD/ WIN11 HOME/ 4GB GRAPH),65690.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.0989
69,COLORFUL EVOL P15 GAMING LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11/ 8GB GRAPH),89999.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 2560 x 1440 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0856
70,APPLE MACBOOK PRO 16 2023 LAPTOP (APPLE M3 MAX/ 48GB/ 1TB SSD/ MACOS),399900.0,Apple M3 Max,16 Cores (12P + 4E),48 GB  RAM,1 TB SSD,"16.2 inches, 3456 x 2234 pixels",40 Core GPU,0.8,9.6,1.2,0.1,11.7,0.0293
71,DELL INSPIRON 3530 LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME),69990.0,13th Gen Intel Core i7 1355U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,3.2,1.2,0.1,6.5,0.0929
72,ASUS VIVOBOOK 15 X1502ZA-EJ385WS LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),39990.0,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1225
73,HP PAVILION 15-EG3032TU LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 HOME),84700.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,3.2,1.2,0.1,6.5,0.0767
74,DELL G15-5530 15 2023 GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 6GB GRAPH),99990.0,13th Gen Intel Core i7 13650HX,14 Cores (6P + 8E),16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,2.0,3.2,1.8,0.1,7.1,0.071
75,HP 15S-FQ5185TU LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),36349.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,1.6,1.2,0.1,4.9,0.1348
76,ZEBRONICS PRO SERIES Y ZEB-NBC 2S LAPTOP (11TH GEN CORE I5 / 16GB/ 512GB SSD/ WIN11 HOME),27990.0,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB LPDDR4X RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,3.2,1.2,0.1,6.5,0.2322
77,ZEBRONICS ZEB-NBC 5S 2023 LAPTOP (12TH GEN CORE I7 / 16GB/ 1TB SSD/ WIN11 HOME),43990.0,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated,2.0,3.2,1.2,0.1,6.5,0.1478
78,LENOVO THINKBOOK 15 G5 21JFA00BIN LAPTOP (AMD RYZEN 7 7730U/ 8 GB/ 512 GB SSD/ WIN11),44990.0,7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,1.6,1.2,0.1,9.7,0.2156
79,LENOVO IDEAPAD SLIM 3 82RK00VWIN LAPTOP (12TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11),34990.0,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",‎Intel UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.14
80,HP VICTUS 16-S0095AX GAMING LAPTOP (AMD RYZEN 7 7840HS/ 16GB/ 512GB SSD/ WIN11/ 6GB GRAPH),79990.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,6.8,3.2,2.16,0.1,12.26,0.1533
81,ACER ASPIRE 7 A715-76G UN.QMYSI.002 GAMING LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),53990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.1204
82,ASUS TUF GAMING F15 FX506HE-HN382W GAMING LAPTOP (11TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),69990.0,11th Gen Intel Core i7 11800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050 Ti,2.0,3.2,1.44,0.1,6.74,0.0963
83,ASUS TUF GAMING F15  FX506HF-HN075W GAMING LAPTOP (11TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),48990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,1.6,1.2,0.1,4.9,0.1
84,MSI THIN GF63 11UC-1490IN GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 1TB 256GB SSD/ WIN11 HOME/ 4GB GRAPH),52990.0,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,1 TB Hard Disk,4 GB NVIDIA GeForce RTX 3050 ,256 GB SSD,2.0,3.2,76.8,0.0,82.0,1.5475
85,LENOVO LOQ 15APH8 82XT004HIN 2023 GAMING LAPTOP (AMD RYZEN 7 7840HS/ 16GB/ 512GB SSD/ WIN11/ 6GB GRAPH),79990.0,7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 3050,6.8,3.2,2.16,0.1,12.26,0.1533
86,ASUS VIVOBOOK GO 15 E510MA-EJ001W LAPTOP (CELERON N4020/ 4GB/ 256GB SSD/ WIN11 HOME),19990.0,intel Celeron  N4020,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,4.0,0.8,1.2,0.1,6.1,0.3052
87,HP OMEN 16-WD0880TX GAMING LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 6GB GRAPH),89990.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,2.0,3.2,1.8,0.1,7.1,0.0789
88,INFINIX INBOOK Y1 PLUS NEO 2023 XL30 LAPTOP (INTEL CELERON N5100/ 4GB/ 128GB SSD/ WIN 11 HOME),18990.0,11th Gen Intel Celeron N5100,"Quad Core, 4 Threads",4 GB LPDDR4X RAM,128 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,5.2,0.8,1.2,0.1,7.3,0.3844
89,ASUS VIVOBOOK 15 X1502ZA-EJ741WS LAPTOP (12TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11),59990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe,2.0,3.2,1.2,0.1,6.5,0.1084
90,LENOVO IDEAPAD GAMING 3 82SB00NXIN LAPTOP (AMD RYZEN 5 7535HS/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),53490.0,7th Gen AMD Ryzen 5 7535HS,"Hexa Core, 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,6.8,3.2,1.2,0.1,11.3,0.2113
91,DELL INSPIRON 3525 LAPTOP (AMD RYZEN 5 5500U/ 8GB/ 512GB SSD/ WIN11),36890.0,5th Gen AMD Ryzen 5 5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon Radeon Graphics,5.2,1.6,1.2,0.1,8.1,0.2196
92,INFINIX ZEROBOOK 2023 LAPTOP (13TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN 11 HOME),74990.0,13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5X RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,2.0,6.4,1.2,0.1,9.7,0.1294
93,ACER ASPIRE 7 A715-76G NH.QMFSI.004 GAMING LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),57990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 3050,2.0,3.2,1.44,0.1,6.74,0.1162
94,ASUS TUF GAMING A15 FA577NU-LP082W GAMING LAPTOP (AMD RYZEN 7 7735HS/ 16GB/ 512GB SSD/ WIN11/ 6GB GRAPH),89990.0,7th Gen AMD Ryzen 7 7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",6 GB NVIDIA GeForce RTX 4050,6.8,3.2,1.8,0.1,11.9,0.1322
95,ASUS TUF GAMING F15 FX506HF-HN025W GAMING LAPTOP (11TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),52990.0,11th Gen Intel Core i5 11400H ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.1227
96,ACER PREDATOR HELIOS NEO 16 PHN16-71 GAMING LAPTOP (13TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 6GB GRAPH),112500.0,13th Gen Intel Core i7 13700HX,"16 Cores (8P + 8E), 24 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",6 GB NVIDIA GeForce RTX 4050,2.0,3.2,1.8,0.1,7.1,0.0631
97,HP VICTUS 15-FA0998TX GAMING LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11/ 4GB GRAPH),68990.0,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0977
98,HP 255 G8 689T4PA LAPTOP (RYZEN 3 3250U/ 8GB/512GB SSD/ WIN11 HOME),25580.0,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,2.8,1.6,1.2,0.1,5.7,0.2228
99,MSI MODERN 14 C7M-062IN LAPTOP (RYZEN 5 7530U/ 16GB/ 512GB SSD/ WIN11),37990.0,7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,6.8,3.2,1.2,0.1,11.3,0.2974
100,MSI SWORD 15 A12VF-401IN GAMING LAPTOP (12TH GEN CORE I7/ 16GB/ 1TB SSD/ WIN11/ 8GB GRAPH),94990.0,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,2.0,3.2,2.4,0.1,7.7,0.0811
101,SAMSUNG GALAXY BOOK2 NP550XED-KA2IN LAPTOP (12TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11),52990.0,12th Gen Intel Core i5 1235U ,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,2.0,3.2,1.2,0.1,6.5,0.1227
102,DELL VOSTRO 3520 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),46490.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.1054
103,DELL LATITUDE 3430 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11 PRO),108000.0,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1366 x 768 pixels",Intel Iris Xe Graphics,2.0,1.6,1.2,0.1,4.9,0.0454
104,ASUS ROG FLOW X13 GV301RC-LJ073WS GAMING LAPTOP (AMD RYZEN 9 6900HS/ 16GB/ 1TB SSD/ WIN11 HOME/ 4GB GRAPH),89990.0,6th Gen AMD Ryzen 9 6900HS​,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"13.4 inches, 1920 x 1200 pixels, Touch Screen",4 GB ‎NVIDIA GeForce RTX 3050,6.0,3.2,1.44,0.1,10.74,0.1193
105,ASUS VIVOBOOK 16X 2022 M1603QA-MB502WS LAPTOP (RYZEN 5-5600H/ 8GB/ 512GB SSD/ WIN11 HOME),46890.0,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",AMD Radeon Vega 7,5.2,1.6,1.2,0.1,8.1,0.1727
106,ASUS VIVOBOOK 16X 2022 M1603QA-MB711WS LAPTOP (RYZEN 7-5800H/ 16GB/ 512GB SSD/ WIN11 HOME),55200.0,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",AMD Radeon Vega 7,5.2,3.2,1.2,0.1,9.7,0.1757
107,HP VICTUS 16-E0352AX GAMING LAPTOP (RYZEN 5-5600H/ 8GB/ 512GB SSD/ WIN11/ 4GB GRAPH),44990.0,5th Gen AMD Ryzen 5 5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"16.1 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,5.2,1.6,1.2,0.1,8.1,0.18
108,ASUS VIVOBOOK 15 TOUCH X515EA-EZ311WS LAPTOP (11TH GEN CORE I3/ 8GB/ 512GB SSD/ WIN11 HOME),31990.0,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated UHD Graphics,2.0,1.6,1.2,0.1,4.9,0.1532
109,SAMSUNG GALAXY BOOK2 15 LAPTOP (12TH GEN CORE I5/ 8GB/ 512GB SSD/ WIN11),49990.0,Processor: 12th Generation Intel Core i5-1235U processor (1.3 GHz up to 4.4 GHz 12 MB L3…,Memory: 8 GB LPDDR4 Memory (On BD 8 GB),Storage: 512 GB NVMe SSD,Operating System: Windows 11 Home,Display: 15.6 inch (39.6 cm),Preinstalled Software: MS Office Home & Student 2021,2.0,102.4,1.2,0.0,105.6,2.1124
110,IBALL EXCELANCE COMPBOOK LAPTOP (AQC/ 2GB/ 32GB/WIN10),8000.0,Intel Atom Quad Core Z3735F,Quad Core,2 GB DDR3 RAM,32 GB Hard Disk,"11.6 inches, 1366 x 768 pixels",Intel HD Graphics,2.8,0.4,1.2,0.0,4.4,0.55
111,SAMSUNG GALAXY BOOK 4 EDGE LAPTOP (SNAPDRAGON X ELITE/ 16GB/ 512GB SSD/ WIN11),162990.0,Qualcomm X Elite,32 GB LPDDR5X RAM,1 TB SSD,Intel Arc Graphics,Windows 11 OS,"16 inches, 2880 x 1800 pixels, Touch Screen",0.4,0.2,1.2,0.0,1.8,0.011
112,HP VICTUS 15-FA1216TX GAMING LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ RTX 3050),74490.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",NVIDIA GeForce RTX 3050,2.0,3.2,1.44,0.1,6.74,0.0905
113,HP VICTUS 15-FA1128TX GAMING LAPTOP (13TH GEN CORE I5/ 16GB/ 512GB SSD/ WIN11 HOME/ 4GB GRAPH),65990.0,13th Gen Intel Core i5 13420H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 2050,2.0,3.2,1.2,0.1,6.5,0.0985
114,LENOVO LEGION PRO 7I 2024 GAMING LAPTOP (14TH GEN CORE I9/ 32GB/ 1TB SSD/ WIN11 HOME/ 12GB GRAPH),297758.0,14th Gen Intel Core i9 14900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",12 GB NVIDIA Geforce RTX 4080,2.0,6.4,4.68,0.1,13.18,0.0443
115,ASUS ZENBOOK S13 OLED 2024 UX5304MA-NQ762WS LAPTOP ( INTEL CORE ULTRA 7 155U/ 32GB/ 1TB SSD/ WIN11),139990.0,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",32 GB LPDDR5X RAM,1 TB SSD,"13.3 inches, 2880 x 1800 pixels",Intel Integrated Intel Iris Xe Graphics,1.2,6.4,1.2,0.1,8.9,0.0636
116,LENOVO THINKPAD P14S 21HF001EIG LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 PRO),109990.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA RTX A500,2.0,3.2,1.2,0.1,6.5,0.0591
117,LENOVO THINKPAD P14S 21HF001FIG LAPTOP (13TH GEN CORE I7/ 16GB/ 512GB SSD/ WIN11 PRO/ 4GB GRAPHICS),129990.0,13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5X RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA RTX A500,2.0,3.2,1.2,0.1,6.5,0.05
118,ASUS ZENBOOK S13 OLED 2024 UX5304MA-NQ752WS LAPTOP ( INTEL CORE ULTRA 7 155U/ 16GB/ 1TB SSD/ WIN11),129990.0,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5X RAM,1 TB SSD,"13.3 inches, 2880 x 1800 pixels",Intel Integrated Intel Iris Xe Graphics,1.2,3.2,1.2,0.1,5.7,0.0438
119,HP ENVY X360 14-FC0106TU LAPTOP (INTEL CORE ULTRA 7 155U/ 16GB/ 512GB SSD/ WIN11),108999.0,Intel Core Ultra 7 155U,"12 Cores (2P + 8E + 2LP-E), 14 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Integrated Intel Graphics,1.2,3.2,1.2,0.1,5.7,0.0523
120,MSI KATANA A17 AI B8VF-845IN GAMING LAPTOP (AMD RYZEN 7 8845HS/ 16GB/ 1TB SSD/ WIN11 HOME/ 8GB GRAPH),119990.0,8th Gen AMD Ryzen 7 8845HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"17.3 inches, 1920 x 1080 pixels",8 GB NVIDIA GeForce RTX 4060,7.6,3.2,2.4,0.1,13.3,0.1108
121,APPLE MACBOOK AIR 2024 MRYN3HN/A LAPTOP (APPLE M3/ 8GB/ 512GB SSD/ MACOS),154900.0,Apple M3,Octa Core (4P + 4E),8 GB DDR4 RAM,512 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,0.8,1.6,1.2,0.1,3.7,0.0239
122,APPLE MACBOOK AIR 15 2024 MRYR3HN/A LAPTOP (APPLE M3/ 8GB/ 256GB SSD/ MACOS),133553.0,Apple M3,Octa Core (4P + 4E),8 GB DDR4 RAM,256 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,0.8,1.6,1.2,0.1,3.7,0.0277
123,APPLE MACBOOK AIR 2024 MRXW3HN/A LAPTOP (APPLE M3/ 8GB/ 512GB SSD/ MACOS),134900.0,Apple M3,Octa Core (4P + 4E),8 GB  RAM,512 GB SSD,"13.6 inches, 2560 x 1664 pixels",Apple 10 Core GPU,0.8,1.6,1.2,0.1,3.7,0.0274
124,APPLE MACBOOK AIR 15 2024 LAPTOP (APPLE M3/ 16GB/ 512GB SSD/ MACOS),174900.0,Apple M3,Octa Core (4P + 4E),16 GB  RAM,512 GB SSD,"15.3 inches, 2880 x 1864 pixels",10-Core GPU,0.8,3.2,1.2,0.1,5.3,0.0303
