Unnamed: 0,Model,Price,Generation,Core,Ram,SSD,Display,Graphics,OS
678,Lenovo IdeaPad Slim 5i 82XF003DIN Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹90,000",13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB  LPDDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS
679,Lenovo Legion Y9000X Laptop (13th Gen Core i9/ DDR5 RAM/ 1 TB SSD/ 8 GB Graphics),"₹1,50,000",13th Gen Intel Core i9 13900H,"14 Cores (6P + 8E), 20 Threads",1 GB SSD,8 GB NVIDIA GeForce RTX 4070,Windows OS,"16 inches, 3200 x 2000 pixels",Backlit Keyboard
680,Dell Inspiron 5425 Laptop (AMD Ryzen 75825U/ 16GB/ 512GB SSD/ Win11) 84 votes,"₹56,490",5th Gen AMD Ryzen 7 5825U,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon Radeon,Windows 11 OS
681,Dell Alienware X16 R1 2023 Gaming Laptop (13th Gen Core i9/ 32GB/ 1TB SSD/ Win 11/ 12GB Graph),"₹3,23,990",13th Gen Intel Core i9 13900HX,"24 Cores (8P + 16E), 32 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3200 x 1800 pixels",12 GB NVIDIA GeForce RTX 4080,Windows 11 OS
682,Dell Alienware X16 Gaming Laptop (13th Gen Core i9/ 32GB/ 2TB SSD/ Win 11/ 16GB Graph),"₹4,53,990",13th Gen Intel Core i9 13900HK,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5 RAM,2 TB SSD,"16 inches, 3200 x 1800 pixels",16 GB NVIDIA GeForce RTX 4090,Windows 11 OS
683,MSI Prestige 14H B12UCX-412IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/Win11 Home/ 4GB Graphic),"₹79,990",12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
684,MSI Modern 15 B12M-613IN Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,490",12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS
685,MSI Modern 15 B11M-063IN Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹34,990",11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS
686,Dell Alienware m16 2023 Gaming Laptop (AMD Ryzen 7 7745HX/ 16GB/ 1TB SSD/ Win 11/ 8GB Graph),"₹1,99,290",7th Gen Amd Ryzen 7 7745HX,"Octa Core, 16 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GEFORCE RTX 4060,Windows 11 OS
687,Dell Alienware M18 R1 2023 Gaming Laptop (13th Gen Core i9/ 64GB/ 1TB SSD/ Win 11/ 16GB Graph),"₹4,50,990",13th Gen Intel Core i9 13980HX,"24 Cores (8P + 16E), 32 Threads",64 GB LPDDR5 RAM,1 TB SSD,"18 inches, 3200 x 1800 pixels",16 GB NVIDIA GeForce RTX 4090,Windows 11 OS
688,Lenovo Yoga 6 83B2005TIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹74,190",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"13.3 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon,Windows 11 OS
689,HP 15s-fy5005TU Laptop (12th Gen Core i3/ 8GB/ 1TB SSD/ Win11 Home),"₹40,999",12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS
690,LG Gram 14 2023 ‎‎14Z90R-G.CH54A2 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹89,990",13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1200 x 1920 pixels",Intel Iris Xe Graphics,Windows 11 OS
691,Asus ROG Zephyrus G16 2023 GU603ZU-N3023WS Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,14,990",12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,"16 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 4050,Windows 11 OS
692,Acer Aspire 5 A515-58M Gaming Laptop (13th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graphic),"₹54,990",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX2050,Windows 11 OS
693,Dell Alienware m16 Gaming Laptop (AMD Ryzen 9 7845HX/ 32GB/ 2TB SSD/ Win 11/ 12GB Graph),"₹3,03,290",7th Gen Amd Ryzen 9 7845HX,"12 Cores, 24 Threads",32 GB DDR5 RAM,2 TB SSD,"16 inches, 1920 x 1200 pixels",12 GB NVIDIA GEFORCE RTX 4080,Windows 11 OS
694,Acer Nitro 16 ‎AN16-41 Gaming Laptop (AMD Ryzen 7 7840HS/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹1,29,990",7th Gen AMD Ryzen 7 7840HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 4060,Windows 11 OS
695,Asus TUF Gaming F17 FX707ZC4-HX067W Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹73,990",12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"17.3 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
696,HP 15s-fy5004TU Laptop (12th Gen Core i3/ 16GB/ 512GB SSD/ Win11 Home),"₹40,300",12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated UHD,Windows 11 OS
697,Asus Vivobook 16X 2023 K3605ZF-MBN741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹88,990",12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
698,Lenovo IdeaPad Slim 3 82XQ008GIN Laptop (AMD Ryzen 5 7520U/ 8GB/ 512GB SSD/ Win11),"₹41,790",7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",8 GB  LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Integrated SoC,Windows 11 OS
699,Asus Vivobook 14X K3405ZFB-KM752WS Laptop (12th Gen Core i7 /16GB/ 1TB SSD/Win11/ 4GB Graphic),"₹79,990",12th Gen Intel Core i7 12650H ,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,"14 inches, 2880 x 1800 pixels",4 GB NVIDIA GeForce RTX 2050,Windows 11 OS
700,Lenovo IdeaPad Flex 5 82XX007KIN Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹65,990",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR4X RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS
701,Asus Vivobook Pro 15 M6500QC-LK542WS Laptop (AMD R5 5600H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,990",5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
702,Acer Aspire Lite AL15-51 2023 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹42,600",11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS
703,HP ZBook Firefly 16 G9 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,11,505",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS
704,Acer Aspire Lite 2023 AL15-51 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹41,400",11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS
705,Fujitsu UH-X ‎4ZR1L12856 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹89,990",13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS
706,Asus Vivobook Pro 15 M6500QC-LK742WS Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹73,990",5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
707,HP ZBook Firefly 14 G9 2023 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹1,08,352",12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS
708,HP ZBook Firefly 16 G9 2023 Workstation PC Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11/ 4GB Graphics),"₹1,26,494",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",4 GB NVIDIA RTX NVIDIA T550,Windows 11 OS
709,HP ZBook Studio G9 WUXGA 16 Workstation Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 16GB Graph),"₹3,73,192",12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,16 inches,16 GB NVIDIA GeForce RTX 3080 Ti ,Windows 11 OS
710,HP ZBook Studio G9 16 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 6GB Graph),"₹2,92,347",12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",6 GB NVIDIA GeForce RTX 3060,Windows 11 OS
711,HP ZBook Firefly 14 G9 WUXGA Laptop (12th Gen Core i5/ 16GB/ 1TB SSD/ Win11 ),"₹1,11,422",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS
712,HP ZBook Firefly 14 G9 Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 ),"₹96,700",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xᵉ Graphics,Windows 11 OS
713,HP ZBook Studio G9 WUXGA Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,61,921",12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS
714,HP ZBook Studio G9 2023 Workstation WQUXGA Laptop (12th Gen Core i9/ 32GB/ 1TB SSD/ Win11/ 12GB Graph),"₹3,90,914",12th Gen Intel Core i9 12900H,"14 Cores (6P + 8E), 20 Threads",32 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",12 GB NVIDIA GeForce RTX 3080 Ti,Windows 11 OS
715,HP 15s-fq3073TU Laptop Intel Pentium Silver N6000/ 8GB/ 512GB SSD/ Win11 Home),"₹30,990",Intel Pentium Silver   N6000 ,"Quad Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",Intel Integrated UHD Graphics,Windows 11  OS
716,HP ZBook Studio G9 Workstation WQUXGA Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 6GB Graph),"₹2,46,815",12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",6 GB NVIDIA GeForce RTX 3060,Windows 11 OS
717,LG UltraPC 16 ‎16U70R-G.AH56A2 Laptop (AMD Ryzen5-7530U/ 16GB/ 512GB SSD/ Win11),"₹78,299",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels, Touch Screen",AMD Radeon 7 Graphics,Windows 11 OS
718,LG Gram 14 2023 ‎14Z90R-G.CH75A2 Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,17,899",13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1200 x 1920 pixels",Intel Iris Xe Graphics,Windows 11 OS
719,HP ZBook Studio G9 Workstation Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11/ 8GB Graph),"₹2,78,103",12th Gen Intel Core i7 12700H ,"14 Cores (6P + 8E), 20 Threads",16 GB DDR5 RAM,1 TB SSD,"16 inches, 3840 x 2400 pixels",8 GB NVIDIA GeForce RTX 3070 Ti ,Windows 11 OS
720,Lenovo IdeaPad 1 82V6005CIN Laptop (Celeron N4020/ 4GB/ 256GB SSD/ Win11 Home),"₹22,490",Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4  RAM,256 GB SSD,"11.6 inches, 1366 x 768 pixels",Intel UHD Graphics 600,Windows 11 OS
721,Acer Nitro 5 AN515-58 UN.QFHSI.026 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11/ 4GB Graph),"₹69,990",12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
722,Asus Vivobook 16X 2023 K3605ZV-MB741WS Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Home/ 8GB Graph),"₹99,990",12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1200 pixels",8 GB NVIDIA Geforce RTX 4060,Windows 11 OS
723,Asus ROG Zephyrus G14 GA402NJ-L8094WS Gaming Laptop (AMD Ryzen 7 7735HS/ 16GB/ 512GB SSD/ Win11/ 6GB Graph),"₹89,990",6th Gen AMD Ryzen 7  7735HS,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,"14 inches, 2560 x 1600 pixels",6 GB NVIDIA GeForce RTX 3050 ,Windows 11 OS
724,LG gram360 16 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹1,52,499",13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5 RAM,1 TB SSD,"16 inches, 1600 x 2560 pixels, Touch Screen",Intel Iris Xe Graphics ,Windows 11 OS
725,Dell Inspiron 14 5430 2023 Laptop (13th Gen Core i5/ 8GB/ 1TB SSD/ Win11),"₹61,990",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",8 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS
726,HP 255 G8 6E3Z0PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Dos),"₹23,940",3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1366 x 768 pixels",AMD Radeon Graphics,DOS OS
727,Asus Vivobook 15 2023 X1504VA-NJ544WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹58,990",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS
728,Dell Vostro 5630 IN5630P8YRR001ORS1 Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹78,980",13th Gen Intel Core i5 1340P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,"16 inches, 1920 x 1080 pixels",Intel Iris Xe,Windows 11  OS
729,Dell Inspiron 2023 14 5430 Laptop (13th Gen Core i5/ 16GB/ 1TB SSD/ Win11),"₹70,790",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS
730,Dell Inspiron 5430 Laptop (13th Gen Core i7/ 16GB/ 1TB SSD/ Win11),"₹86,730",13th Gen Intel Core i7 1360P,"12 Cores (4P + 8E), 16 Threads",16 GB LPDDR5  RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels",Intel Iris Xe Graphics,Windows 11 OS
731,Infinix Zerobook 13 ZL513 2023 Laptop (13th Gen Core i7/ 32GB/ 1TB SSD/ Win 11 Home),"₹66,990",13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",32 GB LPDDR5X RAM,1 TB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Integrated Iris Xe,Windows 11 OS
732,Lenovo S14 Gen 3 82TW001CIH Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹47,450",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",Intel UHD Graphics,Windows 11 OS
733,MSI Katana GF66 12UCOK 2023 Gaming Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",12th Gen Intel Core i5 12450H ,"Octa Core (4P + 4E), 12 Threads",16 GB DDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
734,Lenovo ThinkPad E14 21JRS00Y00 Laptop (AMD Ryzen 3 7330U/ 8GB/ 512GB SSD/ Win11 Home),"₹42,990",7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Radeon Graphics,Windows 11 OS
735,Lenovo IdeaPad Gaming 3 82K101LHIN Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹52,000",11th Gen Intel Core i5 11320H,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GTX 1650,Windows 11 OS
736,MSI Thin GF63 11SC-1477IN Gaming Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹41,990",11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce GTX 1650,Windows 11 OS
737,Lenovo ThinkBook 15 21JF002CIN Laptop (AMD Ryzen 3 7330U/ 8 GB/ 512 GB SSD/ DOS),"₹31,800",7th Gen AMD Ryzen 3 7330U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",AMD Radeon AMD,DOS OS
738,Lenovo ThinkPad T14 Gen 2 20W0S16Q00 Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11 Pro/ 2GB Graph),"₹96,999",11th Gen Intel Core i7 1165G7 ,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",2 GB NVIDIA GeForce MX450,Windows 11 OS
739,Lenovo IdeaPad Gaming 3 15ACH6 82K2022YIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹63,990",5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",4 GB NVIDIA GeForce RTX 3050,Windows 11 OS
740,Lenovo ThinkPad E14 21JRS00T00 Laptop (AMD Ryzen 5 7530U/ 8GB/ 512GB SSD/ Win11 Home),"₹69,345",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",8 GB DDR4  RAM,512 GB SSD,"14 inches, 1920 x 1200 pixels",AMD Radeon Graphics,Windows 11 OS
741,Asus Vivobook 15 2023 X1504VA-NJ543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹58,990",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS
742,Lenovo IdeaPad 1 14IGL7 82V6005EIN Laptop (Celeron Dual Core/ 8GB/ 256GB SSD/ Win11 Home),"₹26,490",4th Gen Intel Celeron N4020,"Dual Core, 2 Threads",8 GB DDR4 RAM,256 GB SSD,"14 inches, 1366 x 768 pixels",Intel Integrated UHD,Windows 11 OS
743,Asus Vivobook 15 OLED 2023 X1505VAU-LK543WS Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹64,990",13th Gen ‎Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel Iris Xe Graphics,Windows 11 OS
744,HP Envy x360 15-fh0015AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹78,490",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS
745,Lenovo IdeaPad Slim 3 2023 82X70033IN Laptop (13th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹43,990",13th Gen Intel Core i3 1305U,"5 Cores (1P + 4E), 6 Threads",8 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Integrated Intel UHD Graphics,Windows 11 OS
746,HP Envy x360 15-fe0027TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹88,490",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,Windows 11 OS
747,HP Envy x360 15-fe0028TU Laptop (13th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹95,990",13th Gen Intel Core i5 1335U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Integrated Iris Xe,Windows 11 OS
748,HP Envy x360 15-fh0016AU Laptop (AMD Ryzen 5 7530U/ 16GB/ 512GB SSD/ Win11 Home),"₹86,490",7th Gen AMD Ryzen 5 7530U,"Hexa Core, 12 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS
749,HP Envy x360 15-fh0019AU Laptop (AMD Ryzen 7 7730U/ 16GB/ 512GB SSD/ Win11 Home),"₹85,600",7th Gen AMD Ryzen 7 7730U,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",AMD Radeon AMD,Windows 11 OS
750,Acer Aspire Lite AL15-51 Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11),"₹30,990",11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel UHD Graphics ,Windows 11 OS
751,HP 14-em0027AU Laptop (AMD Ryzen 5 7520U/ 16GB/ 512GB SSD/ Win11 Home),"₹48,990",7th Gen AMD Ryzen 5 7520U,"Quad Core, 8 Threads",16 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS
752,Asus Vivobook 15 X1502ZA-EJ523WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹48,990",12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels",Intel Iris Xe Graphics,Windows 11 OS
753,HP Envy x360 15-ew0041TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹82,990",12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Intel Iris Xe Graphics,Windows 11 OS
754,Dell Inspiron 7430 2 in 1 Laptop (13th Gen Core i3/ 8GB/ 1TB SSD/ Win11),"₹58,490",13th Gen Intel Core i3 1315U,"Hexa Core (2P + 4E), 8 Threads",8 GB LPDDR5 RAM,1 TB SSD,"14 inches, 1920 x 1200 pixels, Touch Screen",Intel UHD Graphics,Windows 11 OS
755,HP 14-em0025AU Laptop (AMD Ryzen  3 7320U/ 8GB/ 512GB SSD/ Win11 Home),"₹36,990",7th Gen AMD Ryzen 3 7320U,"Quad Core, 8 Threads",8 GB LPDDR5 RAM,512 GB SSD,"14 inches, 1920 x 1080 pixels",AMD Radeon AMD,Windows 11 OS
756,HP Pavilion Plus ‎14-eh1047TU Laptop (13th Gen Core i7/ 16GB/ 512GB SSD/ Win 11),"₹98,990",13th Gen Intel Core i7 13700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,512 GB SSD,"14 inches, 2880 x 1800 pixels",Intel Integrated Iris Xe,Windows 11 OS
